aluno_exclusivo_rede_publica,aluno_id,companhia_domiciliar_id,ensino_fundamental_conclusao,ensino_medio_conclusao,escola_ensino_fundamental_id,escola_ensino_medio_id,estado_civil_id,ficou_tempo_sem_estudar,frequencia_acesso_internet_id,historico_caracterizacao_id,id,local_acesso_internet,mae_nivel_escolaridade_id,nome_escola_ensino_fundamental,nome_escola_ensino_medio,pai_nivel_escolaridade_id,possui_conhecimento_idiomas,possui_conhecimento_informatica,possui_necessidade_especial,qtd_filhos,qtd_pessoas_domicilio,quantidade_computadores,quantidade_netbooks,quantidade_notebooks,quantidade_smartphones,raca_id,razao_ausencia_educacional_id,renda_bruta_familiar,renda_per_capita,responsavel_financeir_trabalho_situacao_id,responsavel_financeiro_id,responsavel_financeiro_nivel_escolaridade_id,tempo_sem_estudar,tipo_area_residencial_id,tipo_imovel_residencial_id,tipo_servico_saude_id,trabalho_situacao_id
False,339676165201,12,0,1999.0,,1.0,8,1.0,1.0,47899.0,51137,casa,14,,Escola Estadual Professora Iracema Brandão de Araú,15,True,1.0,False,1.0,3,0.0,1.0,0.0,0.0,1,10.0,1856.0,0.79,17,13,19,2.0,5,8,,7
False,419729011185,7,0,2005.0,,3.0,6,1.0,1.0,23102.0,26560,Casa,16,,Colégio Salesiano São José,16,True,1.0,False,0.0,2,0.0,0.0,1.0,1.0,1,11.0,3000.0,2.41,17,10,16,0.0,5,8,,8
False,405958427237,10,0,2007.0,,1.0,7,1.0,1.0,20439.0,24015,de casa,16,,José Martins de vasconcelos,15,True,1.0,True,0.0,2,1.0,0.0,0.0,2.0,1,11.0,2000.0,1.6099999999999999,17,13,19,0.0,5,6,,6
False,442070312901,7,0,2007.0,,1.0,6,1.0,1.0,23421.0,26879,EM CASA,12,,ESCOLA ESTADUAL TRISTAO DE BARROS,12,True,1.0,False,0.0,5,1.0,1.0,1.0,0.0,1,11.0,724.0,0.23,10,11,12,0.0,5,6,,8
False,520386152649,14,2009,2012.0,4.0,4.0,6,0.0,1.0,64829.0,67990,Casa,16,E. E. Calazans Pinheiro,Centro Avançado de Ensino,16,False,1.0,False,0.0,5,1.0,0.0,0.0,1.0,3,,2300.0,0.52,10,14,16,,5,8,4.0,8
False,509208531461,10,2007,2010.0,1.0,1.0,7,0.0,1.0,56904.0,60134,TRABALHO,16,E.M VICENTE DE FRANÇA MONTE,C.E. ATHENEU NORTE RIOGRANDENSE,16,True,1.0,False,1.0,3,0.0,0.0,0.0,1.0,1,,880.0,0.37,17,12,18,,5,9,3.0,17
False,406602485729,12,0,2006.0,,1.0,6,1.0,6.0,20262.0,23838,LAN HOUSE,15,,ESCOLA ESTADUAL PROFESSORA GILDECINA BEZERRA,16,True,1.0,False,2.0,5,0.0,0.0,0.0,0.0,1,10.0,714.24,0.23,10,18,13,0.0,5,6,,8
False,276020323509,7,2003,2006.0,,,6,0.0,,,10618,,16,,,16,True,1.0,False,0.0,5,,,,,1,,1000.0,0.32,7,10,16,,6,6,,8
False,462579811893,7,0,0.0,,,9,,,36449.0,39741,,20,,,16,True,1.0,False,0.0,4,0.0,0.0,0.0,0.0,3,,3124.0,1.26,12,10,16,0.0,9,6,,18
False,467286178709,7,0,0.0,,,9,,,36434.0,39726,,16,,,16,True,1.0,False,0.0,3,0.0,0.0,0.0,0.0,3,,1500.0,0.8,17,11,16,0.0,9,8,,18
False,403858963841,8,0,2005.0,,1.0,6,1.0,2.0,19622.0,23220,Lan house e trabalho (as vezes),15,,Escola Estadual Professora Judith Bezerra de Melo,19,True,1.0,True,1.0,3,0.0,0.0,0.0,0.0,2,10.0,2007.0,1.08,17,16,16,0.0,5,9,,17
False,392226877137,10,0,1998.0,,1.0,7,1.0,1.0,14266.0,18251,casa,16,,Anfilóquio camara,14,True,1.0,False,2.0,3,0.0,0.0,1.0,0.0,1,11.0,0.0,0.0,12,13,18,0.0,5,6,,8
True,269030476585,7,2000,2003.0,2.0,1.0,6,1.0,,6902.0,10718,,12,,,12,False,1.0,False,0.0,3,,,,,3,10.0,1244.0,0.67,10,10,12,6.0,5,6,,8
False,407204722241,10,0,2012.0,,1.0,7,1.0,1.0,20371.0,23947,escola,14,,ifrn,15,True,1.0,True,2.0,4,1.0,1.0,1.0,0.0,3,10.0,300.0,0.12,8,13,16,15.0,5,6,,13
False,406223299777,10,0,2004.0,,1.0,8,1.0,6.0,20332.0,23908,Não Acessa ,12,,Escola Estadual Newton Braga de Faria,12,True,1.0,True,1.0,3,0.0,0.0,0.0,0.0,3,11.0,350.0,0.19,17,12,16,0.0,5,6,,17
False,406758621121,10,0,1996.0,,1.0,7,1.0,1.0,20528.0,24104,Residencia propria,18,,Escola Técnica Federal da Paraiba,18,True,1.0,True,2.0,4,1.0,1.0,0.0,1.0,7,10.0,2250.0,0.9,12,13,18,2.0,5,6,,8
False,331796904169,11,2004,2007.0,4.0,1.0,6,0.0,1.0,9132.0,13890,casa,16,Escola Estadual Desembargador Floriano Cavalcante,Escola Estadual Desembargador Floriano Cavalcante,16,True,0.0,False,0.0,1,0.0,1.0,0.0,1.0,3,,260.0,0.42,13,12,18,,5,6,3.0,13
True,473796466929,7,2008,2011.0,1.0,1.0,6,1.0,,49938.0,53173,,15,Escola Municipal de Ensino Fundamental José Targino,Escola Estadual Professora Maria Ocila Bezerril,15,True,1.0,True,0.0,5,,,,,1,,930.0,0.24,6,10,15,,6,6,,8
False,406293003077,7,0,1989.0,,1.0,9,1.0,1.0,20111.0,23687,DO TRABALHO,13,,Escola Estadual Juscelino Kubiteschek,13,True,1.0,True,2.0,8,1.0,1.0,0.0,0.0,1,6.0,1500.0,0.30000000000000004,17,18,20,18.0,5,6,,7
True,274442240797,10,1996,2001.0,2.0,1.0,6,1.0,,6883.0,10693,,13,,,13,False,1.0,False,1.0,3,,,,,1,6.0,622.0,0.33,7,12,20,12.0,5,9,,7
False,469466497933,11,2002,2005.0,1.0,1.0,6,0.0,1.0,38034.0,41303,Casa e IFRN,13,Escola Municipal Padre Raimundo Osvaldo Rocha,Escola Estadual Des. Floriano Cavalcanti,13,False,1.0,False,0.0,1,0.0,0.0,1.0,1.0,1,,1028.0,1.3,17,12,19,,5,8,2.0,17
False,469048278133,7,2011,,4.0,3.0,6,0.0,1.0,37913.0,41186,,19,,,20,False,1.0,False,0.0,4,0.0,0.0,1.0,1.0,1,,5000.0,1.5899999999999999,12,10,20,,5,6,1.0,8
False,441270119017,10,0,1996.0,,1.0,7,1.0,1.0,23442.0,26900,Trabalho,15,,Instituto Vivaldo Pereira,15,True,1.0,False,1.0,3,0.0,0.0,0.0,0.0,7,6.0,4000.0,2.14,17,12,21,3.0,5,6,,6
True,336483754061,10,2002,2005.0,4.0,1.0,6,1.0,,51052.0,54287,,16,Escola Estadual Lauro de Castro,Escola Estadual Raimundo Soares,15,True,1.0,True,1.0,3,,,,,1,,8000.0,3.38,12,12,21,,5,7,,12
False,273706173949,7,2003,2006.0,,,6,0.0,,,10530,,15,,,14,True,1.0,False,0.0,4,,,,,2,,1600.0,0.64,7,10,14,,5,6,,6
False,271916193205,7,0,2008.0,,1.0,6,1.0,1.0,48248.0,51486,casa,18,,Escola Estadual Santos Dumont,19,True,1.0,False,0.0,5,1.0,0.0,0.0,0.0,3,,2000.0,0.51,12,11,18,0.0,6,6,,8
False,336486542193,14,2007,2010.0,1.0,1.0,6,0.0,1.0,13200.0,17243,Em casa,17,Escola Estadual Ivonete Carlos,Escola Estadual Moreira Dias,15,True,1.0,False,0.0,5,0.0,0.0,1.0,1.0,3,,800.0,0.26,15,15,15,,5,6,3.0,13
False,405885935805,10,2002,2005.0,1.0,1.0,7,1.0,2.0,20164.0,23740,casa,15,Escola municipal Senhora Santana,Escola estadual padre Sinval laurentino de Medeiro,12,True,1.0,False,1.0,3,0.0,0.0,1.0,0.0,3,6.0,400.0,0.21,7,13,16,5.0,5,9,3.0,8
True,12260248177,7,1998,2001.0,2.0,1.0,6,0.0,,2311.0,3494,,17,,,17,True,1.0,False,0.0,3,,,,,1,,1000.0,0.54,6,11,17,,5,7,,8
True,310130330397,8,2007,2010.0,2.0,1.0,7,0.0,,6938.0,10763,,17,,,22,True,1.0,False,0.0,5,,,,,1,,1244.0,0.4,10,17,12,,5,9,,8
False,407235391693,10,0,2012.0,,1.0,6,1.0,2.0,20366.0,23942,escola,15,,IFRN,15,True,1.0,False,1.0,1,0.0,0.0,0.0,0.0,1,10.0,981.0,1.58,17,13,15,5.0,5,6,,13
False,564731392109,14,2002,2005.0,1.0,1.0,6,0.0,1.0,76692.0,79844,Casa,16,Escola Municipal Doutor Julio Gomes de Senna,Ecola Estadual Ubaldo Bezerra de Melo,15,False,1.0,False,0.0,3,1.0,1.0,1.0,1.0,1,,3000.0,1.1400000000000001,12,11,16,,5,6,3.0,12
False,405554148097,7,0,2006.0,,1.0,6,1.0,1.0,20224.0,23800,RESIDENCIA E TRABALHO,20,,ESCOLA ESTADUAL FRANCISCO DE ASSIS BITTENCOURT,16,True,1.0,False,1.0,8,1.0,0.0,1.0,1.0,7,10.0,3000.0,0.6000000000000001,12,11,20,2.0,5,6,,6
False,338162209525,8,1996,1999.0,1.0,1.0,6,0.0,1.0,12506.0,16637,em casa,13,estadual prof. Gerson Lopes,estadual prof. Antonio Dantas,12,False,1.0,False,0.0,7,1.0,0.0,0.0,0.0,1,,2034.0,0.47000000000000003,10,11,13,,5,6,3.0,6
True,277684838313,8,1990,1993.0,2.0,1.0,7,1.0,,6695.0,10453,,12,,,12,False,1.0,False,2.0,4,,,,,1,6.0,2030.0,0.8200000000000001,6,12,16,60.0,5,7,,6
False,442181838181,7,0,2008.0,,1.0,6,1.0,3.0,23385.0,26843,centro da cidade,14,,Escola Estadual Manoel de Melo Montenegro,15,True,1.0,False,0.0,6,0.0,0.0,0.0,0.0,2,11.0,724.0,0.19,7,11,14,9.0,6,6,,8
False,558299171585,10,1999,2002.0,4.0,3.0,6,0.0,1.0,74928.0,78082,,15,,,16,False,1.0,False,0.0,3,0.0,1.0,1.0,1.0,3,,2000.0,0.76,13,13,18,,5,12,1.0,8
False,469106828905,10,2010,2014.0,2.0,1.0,8,0.0,2.0,37810.0,41084,Celular,15,CEA,Escola das Dunas,16,False,1.0,False,1.0,3,0.0,0.0,0.0,0.0,3,,0.0,0.0,8,12,19,,5,9,1.0,8
False,556018479609,13,2012,2016.0,1.0,1.0,6,0.0,2.0,76019.0,79172,Lan House,16,Escola Municipal Dr. Eloy De Souza,Escola Estadual Pedro II,15,False,1.0,False,0.0,5,0.0,0.0,0.0,3.0,1,,900.0,0.2,8,10,15,,5,6,3.0,9
False,441136288681,7,0,2006.0,,1.0,6,1.0,1.0,23448.0,26906,CASA,16,,ESCOLA ESTADUAL MANOEL LUÍS DE MARIA,15,True,1.0,True,0.0,5,0.0,0.0,1.0,0.0,1,11.0,2000.0,0.64,10,11,16,0.0,5,6,,6
False,462981302901,10,2009,2012.0,4.0,3.0,7,0.0,1.0,32833.0,36189,Residência.,14,CDF-Colégio e Curso,Instituto Maria Auxiliadora,15,True,1.0,False,0.0,2,0.0,1.0,0.0,2.0,5,,880.0,0.56,17,13,16,,6,9,3.0,8
False,472212807953,10,1998,2001.0,1.0,1.0,7,0.0,1.0,49882.0,53117,Residência,16,Escola Estadual Santo Estevão Diácono,Centro Educacional José Augusto,15,False,1.0,False,1.0,3,0.0,0.0,1.0,1.0,3,,1700.0,0.72,10,12,16,,5,8,3.0,12
False,441300788469,10,0,2004.0,,1.0,7,1.0,1.0,23327.0,26785,casa,15,,Escola Estadual Sebastião Gurgel de oliveira,22,True,1.0,False,0.0,3,1.0,0.0,1.0,0.0,1,11.0,1086.0,0.58,17,12,19,0.0,5,9,,17
False,471911689697,12,1996,1999.0,1.0,1.0,9,0.0,1.0,50887.0,54122,,15,escola municipal prof. severino bezerra,escola estadual dr. jose fernandes de melo,12,False,1.0,False,0.0,2,0.0,0.0,1.0,1.0,3,,1800.0,1.1400000000000001,12,12,18,,5,7,3.0,12
False,559445093837,10,2000,2003.0,1.0,1.0,7,0.0,1.0,74729.0,77883,Casa,16,Instituto Padre Miguelinho,Escola Estadual Winston Churchill,16,True,1.0,False,0.0,2,1.0,0.0,0.0,1.0,3,,990.0,0.56,17,13,19,,5,6,3.0,8
False,339330436833,10,2002,2005.0,1.0,1.0,7,0.0,1.0,10945.0,15282,Trabalho/Casa,15,Escola estadal Dr. José Gonçalves de Medeiros,Escola Estadual Professora Irecema Brandão de Araújo,16,False,1.0,False,0.0,2,1.0,0.0,0.0,1.0,3,,1420.0,1.1400000000000001,17,13,16,,5,8,3.0,6
False,381091077929,13,2203,2006.0,1.0,1.0,6,0.0,1.0,46139.0,49390,Em Casa,16,Escola Estadual Conselheiro Brito Guerra,Escola Estadual Desembargador Silvério Soares,17,False,1.0,False,0.0,4,1.0,0.0,1.0,1.0,3,,2000.0,0.63,17,10,17,,6,9,3.0,17
True,310200033697,7,1998,2001.0,2.0,1.0,6,0.0,,6816.0,10594,,22,,,12,True,1.0,False,0.0,11,,,,,1,,1000.0,0.15,7,10,12,,5,6,,6
False,392173902629,7,2008,2011.0,1.0,1.0,6,0.0,2.0,14225.0,18210,EM CASA.,15,ESCOLA ESTADUAL PRESIDENTE CAFÉ FILHO,ESCOLA ESTADUAL JOSE LUCAS RIBEIRO,15,False,1.0,False,0.0,4,1.0,0.0,0.0,0.0,3,,832.0,0.33,7,10,15,,5,6,3.0,9
False,463458073473,14,0,0.0,,,9,,,35471.0,38763,,20,,,16,True,1.0,False,0.0,2,0.0,0.0,0.0,0.0,1,,3000.0,2.41,12,11,20,0.0,9,6,,18
False,441139076813,7,0,2011.0,,1.0,6,1.0,2.0,23441.0,26899,Casa,16,,Tristão de Barros,16,True,1.0,False,0.0,5,1.0,0.0,0.0,1.0,1,11.0,4000.0,1.29,12,10,16,0.0,5,6,,8
False,441228297037,10,0,2006.0,,1.0,7,1.0,1.0,23536.0,26994,casa,13,,EJA,22,True,1.0,False,2.0,4,0.0,0.0,1.0,0.0,1,11.0,3200.0,1.29,12,12,19,0.0,5,6,,12
False,339918732685,12,2002,2010.0,1.0,9.0,7,1.0,1.0,11008.0,15336,trabalho,15,IstitutoVivaldo Pereira,Professora Creuza Bezerra(supletivo),15,False,1.0,False,1.0,3,0.0,0.0,0.0,0.0,1,6.0,1000.0,0.54,17,13,17,60.0,5,7,3.0,6
False,406730739801,10,0,2000.0,,1.0,7,1.0,1.0,20337.0,23913,Da minha residencia,13,,ESCOLA ESTADUAL PEDRO SEGUNDO,13,True,1.0,True,3.0,3,1.0,0.0,0.0,0.0,2,8.0,1230.0,0.66,12,12,19,6.0,5,9,,12
True,472012062449,14,2008,2015.0,1.0,1.0,6,1.0,,50001.0,53236,,15,E. M. Julio gomes de sena,E.E. ubaldo bezerra de melo,22,True,1.0,True,0.0,3,,,,,1,,1100.0,0.47000000000000003,7,11,15,,5,8,,7
True,277877219421,7,1998,2001.0,2.0,1.0,7,0.0,,6908.0,10723,,12,,,12,False,1.0,False,0.0,4,,,,,3,,1500.0,0.6000000000000001,7,13,16,,5,6,,8
False,549694996233,14,2009,2015.0,1.0,1.0,8,1.0,1.0,76183.0,79336,Em casa,15,Escola Estadual Coronel Solon,Escola Estadual Coronel Solon,19,False,1.0,False,1.0,3,2.0,0.0,1.0,4.0,3,6.0,0.0,0.0,10,11,14,12.0,5,6,3.0,12
False,407717738529,7,0,2005.0,,1.0,6,1.0,1.0,20660.0,24224,CASA,15,,ESCOLA ESTADUAL PROF. RAIMUNDO SILVINO DA COSTA,12,True,1.0,False,0.0,5,1.0,0.0,1.0,0.0,3,10.0,3372.0,1.08,18,10,12,0.0,5,6,,6
False,468370762057,11,0,0.0,,,9,,,35920.0,39212,,13,,,22,True,1.0,False,0.0,1,0.0,0.0,0.0,0.0,1,,800.0,1.29,7,12,16,0.0,9,10,,18
False,368770322621,8,2007,2010.0,1.0,1.0,6,0.0,1.0,12224.0,16407,casa,15,E.E. Pulo Pinhero de Viveiros,E.E.Prof.Anísio Teixeira,15,False,1.0,False,0.0,4,0.0,0.0,1.0,0.0,3,,1356.0,0.55,17,11,15,,5,6,3.0,8
False,407123866413,10,0,2007.0,,1.0,7,1.0,2.0,20401.0,23977,CELULAR,15,,ESCOLA ESTADUAL PROFª CLARA TETEO,13,True,1.0,False,1.0,3,0.0,0.0,0.0,0.0,1,10.0,724.0,0.39,17,12,16,1.0,6,6,,17
False,442324032913,7,0,2011.0,,1.0,6,1.0,1.0,23374.0,26832,CASA,17,,ESCOLA ESTADUAL PROFESSORA GILDECINA BEZERRA,15,True,1.0,False,0.0,4,1.0,0.0,0.0,1.0,1,11.0,800.0,0.32,7,10,15,0.0,5,8,,9
False,441052644721,7,0,1994.0,,1.0,6,1.0,1.0,23518.0,26976,CASA,16,,ESCOLA ESTADUAL ALMIRANTE NEWTON BRAGA DE FARIA,13,True,1.0,False,0.0,5,1.0,1.0,1.0,4.0,3,11.0,3500.0,1.13,12,12,19,0.0,5,6,,12
False,379766715229,10,1999,2002.0,3.0,3.0,7,0.0,1.0,12647.0,16756,Residência,16,Colégio Imaculada Conceição,Colégio Piaget,16,False,1.0,False,1.0,3,0.0,0.0,1.0,0.0,3,,1750.0,0.9400000000000001,10,17,16,,5,8,3.0,8
False,442117711145,7,0,2010.0,,1.0,6,1.0,6.0,23527.0,26985,Lan House,15,,Escola estadual professora Maria Ocila Bezerril,15,True,1.0,True,0.0,6,0.0,0.0,0.0,0.0,1,8.0,1448.0,0.39,10,10,15,1.0,5,6,,9
False,392274275381,11,2001,2005.0,1.0,1.0,6,0.0,1.0,14226.0,18211,Casa,19,Escola Estadual Ruy Barbosa,Escola Estadual Ruy Barbosa,15,False,1.0,False,2.0,1,1.0,0.0,0.0,1.0,1,,0.0,0.0,8,12,16,,5,6,3.0,8
False,416781955661,7,0,2013.0,,1.0,6,1.0,3.0,47069.0,50307,NOTEBOOK,17,,EDGAR BARBOSA,17,True,1.0,False,0.0,4,0.0,0.0,1.0,0.0,1,11.0,720.0,0.23,17,10,17,0.0,5,6,,9
False,268592739861,8,2008,2011.0,2.0,1.0,6,0.0,1.0,6855.0,10648,,15,,,14,True,1.0,False,0.0,2,0.0,0.0,1.0,0.0,1,,600.0,0.48,18,14,16,,5,6,3.0,6
False,464283360545,7,2009,2012.0,1.0,1.0,7,0.0,1.0,36176.0,39468,,15,Escola municipal francisco de oliveira,escola estadual maria rodrigues conçauveis,12,False,1.0,False,0.0,5,0.0,0.0,1.0,0.0,1,,900.0,0.2,14,10,12,0.0,9,6,3.0,8
False,472697942921,13,2005,2009.0,4.0,1.0,6,1.0,3.0,50227.0,53462,Lan house,18,CEIMH,Escola Estadual Clara Tetéo,18,False,1.0,False,0.0,5,0.0,0.0,0.0,0.0,1,6.0,2500.0,0.63,10,10,18,6.0,5,8,3.0,8
False,405537419305,8,0,2013.0,,1.0,6,1.0,2.0,20256.0,23832,Celular ou lan hauser,15,,Es. Est. Francisco de Assis Bittencourt,22,True,1.0,False,0.0,6,0.0,0.0,0.0,0.0,1,11.0,560.0,0.15,10,14,13,0.0,5,6,,9
False,548167099897,14,2010,2015.0,1.0,1.0,6,0.0,1.0,76061.0,79214,Em Casa,15,Escola Municipal Professora Maria Madalena Da Silva,Escola Estadual Monsenhor Joaquim Honorio,15,False,1.0,False,0.0,5,0.0,1.0,1.0,1.0,1,,950.0,0.22,8,11,15,,5,9,3.0,8
False,539864042801,10,2008,2011.0,1.0,1.0,7,0.0,1.0,76042.0,79195,CASA,13,Escola Municipal Alexandre Câmara,Escola Estadual Senador Jesé Pinto Freire,15,False,1.0,False,0.0,2,0.0,0.0,1.0,2.0,1,,1500.0,0.8,17,13,16,,6,8,3.0,8
False,407600636985,7,0,1992.0,,1.0,6,1.0,3.0,20679.0,24243,CASA E TRABALHO,15,,CEFE - CENTRO EDUCACIONAL FELINTO ELÍSIO,22,True,1.0,True,0.0,2,1.0,0.0,0.0,0.0,7,11.0,1400.0,1.13,17,12,18,0.0,5,7,,17
False,73275728865,7,0,1999.0,,1.0,6,1.0,1.0,39559.0,42826,TRABALHO E RESIDÊNCIA,15,,SUPLETIVO FELIPE GUERRA,15,True,1.0,False,0.0,4,0.0,1.0,0.0,1.0,1,6.0,2500.0,0.79,10,11,15,5.0,5,6,,13
False,381105018589,8,0,2005.0,,1.0,9,1.0,1.0,69202.0,72356,Casa,17,,ESCOLA ESTADUAL FELINTO ELISIO,15,True,1.0,True,0.0,3,1.0,0.0,0.0,0.0,1,,2000.0,0.76,12,12,20,,5,6,,12
False,406725163537,10,0,1995.0,,1.0,7,1.0,1.0,20327.0,23903,da casa,15,,Escola Estadual Professora Gercina Bezerra,15,True,1.0,True,2.0,4,0.0,0.0,1.0,0.0,1,11.0,1800.0,0.72,18,13,15,0.0,6,6,,8
False,312023472025,14,2005,2008.0,3.0,1.0,7,0.0,1.0,25065.0,28457,casa,16,Colégio Evolução de Natal,CDF - Colégio e Curso - Zona Norte,19,False,1.0,False,0.0,6,1.0,0.0,0.0,1.0,1,,1000.0,0.27,10,14,16,,5,12,3.0,8
False,405372919517,7,0,2012.0,,3.0,6,1.0,1.0,19726.0,23324,casa,18,,CDF colégio e curso,19,True,1.0,True,0.0,3,1.0,0.0,0.0,1.0,7,11.0,733.35,0.39,17,11,18,0.0,5,9,,9
False,405481656665,8,0,2004.0,3.0,3.0,6,0.0,1.0,20422.0,23998,pc,18,Instituto Montissore/ Colegio Dom Bosco,Colegio Dom Bosco,16,False,1.0,False,0.0,3,0.0,0.0,1.0,0.0,7,,1600.0,0.86,10,15,18,,5,6,3.0,8
False,405972367897,7,2004,2008.0,1.0,1.0,6,0.0,3.0,20181.0,23757,Família,15,E.E Joaquim José de Medeiros ,E.E Joaquim José de Medeiros ,15,False,1.0,False,0.0,4,0.0,0.0,0.0,0.0,1,,200.0,0.08,8,11,15,,5,9,3.0,8
False,404871055757,7,0,2006.0,,1.0,6,1.0,1.0,19693.0,23291,Casa,15,,E.E Dr. José Fernandes de Melo,22,True,1.0,False,0.0,4,1.0,0.0,0.0,0.0,1,6.0,678.0,0.27,10,14,12,3.0,5,8,,8
False,368912517353,11,2005,2008.0,3.0,3.0,6,0.0,1.0,12137.0,16336,Em casa,18,Colégio de Nossa Senhora do Carmo,Colégio de Nossa Senhora do Carmo,15,False,1.0,False,0.0,1,0.0,0.0,1.0,1.0,1,,765.0,1.23,13,12,18,,5,9,3.0,13
False,472728612373,8,2005,2008.0,1.0,1.0,6,1.0,1.0,50218.0,53453,casa; escola,15,Escola Municipal Francisco de Oliveira Melo,Escola Estadual Monsenhor Honório,15,True,1.0,True,0.0,5,0.0,0.0,1.0,1.0,3,11.0,1500.0,0.38,10,14,15,1.0,5,6,3.0,12
False,405121987637,11,0,2000.0,,1.0,6,1.0,1.0,19730.0,23328,minha residência,14,,escola estadual felizardo moura,14,True,1.0,False,0.0,1,0.0,0.0,1.0,0.0,1,6.0,1000.0,1.6099999999999999,17,12,16,14.0,5,7,,17
False,406627578917,7,0,2008.0,,1.0,6,1.0,3.0,20319.0,23895,lan house,14,,gercina bezerra,15,True,1.0,True,0.0,5,0.0,0.0,1.0,0.0,1,11.0,2500.0,0.8,17,18,15,0.0,6,6,,17
False,551515646429,7,2006,2009.0,1.0,1.0,6,0.0,1.0,75998.0,79151,em casa,16,E.E 26 de junho,E.E 26 de junho,22,False,1.0,False,0.0,6,0.0,0.0,1.0,3.0,1,,1874.0,0.35000000000000003,12,11,16,,5,6,3.0,8
False,470997182401,7,2011,2014.0,1.0,4.0,6,0.0,1.0,50913.0,54148,escola,17,PADRE BERNARDINO FERNANDES,EDUCANDÁRIO IMACULADA CONCEIÇÃO,15,True,1.0,False,0.0,4,0.0,0.0,1.0,1.0,3,,300.0,0.08,14,10,15,,5,6,3.0,7
True,309726051257,7,2001,2004.0,2.0,1.0,6,0.0,,6691.0,10446,,16,,,16,True,1.0,False,0.0,5,,,,,1,,1055.0,0.34,10,18,16,,5,6,,8
True,274874401257,10,1990,1994.0,2.0,1.0,9,0.0,,6363.0,10015,,12,,,12,True,1.0,False,3.0,3,,,,,1,,1850.0,0.99,6,12,18,,5,8,,6
False,336450296477,7,0,0.0,,,9,,,36745.0,40037,,16,,,16,True,1.0,False,0.0,2,0.0,0.0,0.0,0.0,1,,700.0,0.56,8,11,16,0.0,9,6,,18
False,550659689905,14,2005,2009.0,1.0,1.0,6,0.0,2.0,68662.0,71816,,19,E E JOSE MAMEDE,E E JOSE MAMEDE,14,False,1.0,True,0.0,3,0.0,0.0,1.0,1.0,1,,920.0,0.35000000000000003,8,11,14,,6,6,3.0,8
True,269800001017,8,2001,2004.0,2.0,1.0,6,0.0,,6766.0,4167,,12,,,12,False,1.0,False,1.0,4,,,,,1,,850.0,0.34,6,12,16,,6,6,,6
False,464277784281,7,0,0.0,,,9,,,35795.0,39087,,15,,,17,True,1.0,False,0.0,7,0.0,0.0,0.0,0.0,1,,788.0,0.18,7,10,17,0.0,9,6,,18
False,388016797817,10,1997,2000.0,2.0,1.0,7,0.0,1.0,20938.0,24460,Trabalho,15,E. E. Ferreira Itajubá,E. E. Ferreira Itajubá,15,True,1.0,False,0.0,2,1.0,0.0,1.0,1.0,1,,3392.42,2.73,12,12,20,,5,7,1.0,12
True,471259266809,10,2003,2006.0,3.0,3.0,7,1.0,,50295.0,53530,,15,GEO,uniao colegio e curso,15,True,1.0,True,0.0,2,,,,,3,,2100.0,1.33,12,13,19,,5,8,,8
False,572688720837,10,2007,2010.0,1.0,1.0,7,0.0,1.0,76818.0,79968,,16,4,1,15,False,1.0,False,1.0,3,1.0,0.0,0.0,1.0,3,,1000.0,0.36,7,13,19,,5,9,3.0,8
False,338365743161,10,1991,1994.0,1.0,1.0,7,0.0,1.0,12493.0,16625,casa,15,Escola Munic. Profº Lourdes Mota,Escola Est. Profº Antonio Dantas,12,False,1.0,False,1.0,3,0.0,0.0,1.0,0.0,1,,4000.0,2.14,12,13,18,,5,7,3.0,6
False,406379435169,7,0,2005.0,,1.0,6,1.0,3.0,20119.0,23695,amigos,15,,escola estadual juscelino kubitschek,15,True,1.0,True,0.0,8,1.0,0.0,1.0,0.0,1,11.0,724.0,0.15,7,10,15,0.0,6,6,,8
False,413935272889,10,0,1997.0,,1.0,7,1.0,1.0,24572.0,28030,EM CASA E TRABALHO,15,,ESCOLA ESTADUAL GENTIL FERREIRA DE SOUZA,12,True,1.0,False,3.0,5,1.0,0.0,1.0,0.0,3,10.0,3500.0,1.13,12,13,18,13.0,5,8,,6
False,442011762129,7,0,2012.0,,1.0,6,1.0,1.0,23563.0,27021,casa de parentes,15,,escola estadual coronel solon,15,True,1.0,True,0.0,4,1.0,0.0,0.0,0.0,3,11.0,727.0,0.29,7,10,15,0.0,5,6,,9
False,441649304969,14,2009,2012.0,3.0,1.0,6,0.0,1.0,23387.0,26845,Quarto,18,CESA,INSTITUTO PADRE IBIAPINA,19,True,1.0,False,0.0,3,1.0,0.0,1.0,1.0,3,11.0,1700.0,0.64,7,11,18,0.0,5,8,3.0,8
False,510527317897,10,2004,2007.0,1.0,1.0,7,0.0,1.0,59078.0,62288,IFRN - CENTRAL,19,Escola Estadual Governador Walfredo Gurgel,Escola Estadual Governador Walfredo Gurgel,16,True,1.0,False,0.0,2,0.0,0.0,1.0,1.0,3,,1700.0,0.97,13,13,18,,5,7,3.0,13
False,273073267985,7,1999,2002.0,,,6,0.0,,,10738,,18,,,13,False,1.0,False,0.0,4,,,,,3,,5000.0,2.01,6,11,18,,5,6,,7
True,277687626445,7,2004,2008.0,2.0,1.0,6,0.0,,6322.0,9963,,15,,,15,True,1.0,False,0.0,4,,,,,2,,1300.0,0.52,7,11,15,,5,6,,7
